Title,Question,Answer,Relevant_doc,Question_answer
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"As per the details in Changes to an Approved NDA or ANDA Guidance for Industry, For nonprotein drug substances, how should scale changes be reported when there are no other changes?","Changes in the manufacturing scale for a nonprotein drug substance prior to the final intermediate need not be reported to CDER unless the change adversely affects the identity, strength, quality, purity, or potency of the drug product as these factors relate to the safety and effectiveness of the drug product. Changes in scale for synthetic or semisynthetic drug substances after the final intermediate will be addressed in the BACPAC II guidance. Until the BACPAC II guidance is finalized, the appropriate chemistry review division(s) can be consulted for advice if an applicant believes a change made after the final intermediate processing step is not a major change.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: For nonprotein drug substances, how should scale changes be reported when there are no other changes?
  Answer: Changes in the manufacturing scale for a nonprotein drug substance prior to the final intermediate need not be reported to CDER unless the change adversely affects the identity, strength, quality, purity, or potency of the drug product as these factors relate to the safety and effectiveness of the drug product. Changes in scale for synthetic or semisynthetic drug substances after the final intermediate will be addressed in the BACPAC II guidance. Until the BACPAC II guidance is finalized, the appropriate chemistry review division(s) can be consulted for advice if an applicant believes a change made after the final intermediate processing step is not a major change.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"As outlined in Changes to an Approved NDA or ANDA Guidance for Industry, Section VII.B.2 of the guidance recommends a prior approval supplement for changes in sterilizer and load configurations that are outside the range of previously validated loads. How should changes in load configuration for manufacturing process equipment (e.g., forceps, stopper bowl) be reported?","A Supplement -- Changes Being Effected in 30 Days_ is recommended if the load change is large enough so that the cycle has to be adjusted beyond the previously validated range. If the cycle does not have to be adjusted, an annual report is recommended.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: Section VII.B.2 of the guidance recommends a prior approval supplement for changes in sterilizer and load configurations that are outside the range of previously validated loads. How should changes in load configuration for manufacturing process equipment (e.g., forceps, stopper bowl) be reported?
  Answer: A Supplement -- Changes Being Effected in 30 Days_ is recommended if the load change is large enough so that the cycle has to be adjusted beyond the previously validated range. If the cycle does not have to be adjusted, an annual report is recommended.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Referring to Changes to an Approved NDA or ANDA Guidance for Industry, Can CDER be notified in an annual report when the filling speed line for a sterile product is increased by changing the speed of filling through the fill heads or adding filling heads.",Changing the speed of filling through the fill heads or adding fill heads can be reported in an annual report as long as the total processing time is not extended beyond the validated limits in the approved application.,Changes to an Approved NDA or ANDA Guidance for Industry,"Question: Can CDER be notified in an annual report when the filling speed line for a sterile product is increased by changing the speed of filling through the fill heads or adding filling heads.
  Answer: Changing the speed of filling through the fill heads or adding fill heads can be reported in an annual report as long as the total processing time is not extended beyond the validated limits in the approved application.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"With reference to Changes to an Approved NDA or ANDA Guidance for Industry, A prior approval supplement is recommended for changes in the source material of drug substances or drug products derived from plants, animals, or microorganisms (section VII.B.3). Does this recommendation apply to a substance derived from a natural source that is used as the starting material for the synthetic part of a semi-synthetic process?","Yes. This recommendation applies to the starting materials for the synthetic part of a semi-synthetic process as well as a drug substance or drug product derived directly from these sources with no further synthetic modification. For example, the recommendation applies to changes in the source material for: (1) a plant extract that undergoes synthetic modification to produce the drug substance, or (2) a cellular metabolite that undergoes synthetic modification to produce an antibiotic drug substance. This recommendation does not apply to starting materials derived from natural sources that are widely available (i.e., used more than just to produce pharmaceuticals), such as glucose or tartaric acid, that can be used in a synthetic process.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: A prior approval supplement is recommended for changes in the source material of drug substances or drug products derived from plants, animals, or microorganisms (section VII.B.3). Does this recommendation apply to a substance derived from a natural source that is used as the starting material for the synthetic part of a semi-synthetic process?
  Answer: Yes. This recommendation applies to the starting materials for the synthetic part of a semi-synthetic process as well as a drug substance or drug product derived directly from these sources with no further synthetic modification. For example, the recommendation applies to changes in the source material for: (1) a plant extract that undergoes synthetic modification to produce the drug substance, or (2) a cellular metabolite that undergoes synthetic modification to produce an antibiotic drug substance. This recommendation does not apply to starting materials derived from natural sources that are widely available (i.e., used more than just to produce pharmaceuticals), such as glucose or tartaric acid, that can be used in a synthetic process.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Upon checking the information in Changes to an Approved NDA or ANDA Guidance for Industry, How should a revision of an analytical procedure be reported to allow for the use of a company","The revision of an analytical procedure to allow the option to use a secondary standard should be reported in an annual report. Also, the laboratory reference standards used must comply with CGMP regulations (e.g., 21 CFR 211.194(c)).",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: How should a revision of an analytical procedure be reported to allow for the use of a company_ (_i.e., secondary_) _standard in addition to the U. S. Pharmacopeia (USP) standard?
  Answer: The revision of an analytical procedure to allow the option to use a secondary standard should be reported in an annual report. Also, the laboratory reference standards used must comply with CGMP regulations (e.g., 21 CFR 211.194(c)).
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"When considering the information from Changes to an Approved NDA or ANDA Guidance for Industry, How should a decrease in the fill volume be reported?","A change in the fill volume of a drug product involves a change to the specification and must be submitted in a prior approval supplement unless exempted by regulation or guidance (506A(c)(2)(A) of the Act). There is no exemption for this type of specification change; therefore, a prior approval supplement should be submitted.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: How should a decrease in the fill volume be reported?
  Answer: A change in the fill volume of a drug product involves a change to the specification and must be submitted in a prior approval supplement unless exempted by regulation or guidance (506A(c)(2)(A) of the Act). There is no exemption for this type of specification change; therefore, a prior approval supplement should be submitted.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Based on the information from Changes to an Approved NDA or ANDA Guidance for Industry, What reporting category should be used if a USP HPLC assay procedure replaces, or is used in addition to, a microbiological assay that is listed in the approved specification as the regulatory analytical procedure?","The addition of the HPLC analytical procedure to comply with an official compendium can be submitted in an annual report (section VIII.D.1). However, if the microbiological assay will also be deleted, the deletion of a test should be reported in a prior approval supplement (section VIII.B.2 and 3).",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: What reporting category should be used if a USP HPLC assay procedure replaces, or is used in addition to, a microbiological assay that is listed in the approved specification as the regulatory analytical procedure?
  Answer: The addition of the HPLC analytical procedure to comply with an official compendium can be submitted in an annual report (section VIII.D.1). However, if the microbiological assay will also be deleted, the deletion of a test should be reported in a prior approval supplement (section VIII.B.2 and 3).
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Referring to Changes to an Approved NDA or ANDA Guidance for Industry, In the approved application, it is specified that full product testing will be performed before bulk material is sent to a contract package and when the packaged material is received from the contractor. Can notification in an annual report be used to replace the full testing of the product after it is received from the contractor with an identity test?",This change involves a deletion of tests and should be reported in a prior approval supplement (section VIII.B.2).,Changes to an Approved NDA or ANDA Guidance for Industry,"Question: In the approved application, it is specified that full product testing will be performed before bulk material is sent to a contract package and when the packaged material is received from the contractor. Can notification in an annual report be used to replace the full testing of the product after it is received from the contractor with an identity test?
  Answer: This change involves a deletion of tests and should be reported in a prior approval supplement (section VIII.B.2).
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Taking into account the content of Changes to an Approved NDA or ANDA Guidance for Industry, The plastic used in a desiccant canister is being changed. When the desiccant is used for bottles of solid oral dosage form products, should it be reported as a Supplement -- Changes Being Effected under section IX.C.2.b of the guidance?","Section IX.C.2 b. states that a change in or addition to or deletion of a desiccant should be reported in a _Supplement -- Changes Being Effected_. A change in desiccant refers to the type of desiccant used (e.g., silica gel, calcium chloride) oramount. Changes in the plastic canister of a desiccant used in a solid oral dosage form product should be reported as recommended for changes in the plastic for the container closure system. Under certain circumstances these changes can be reported in an annual report (e.g., section IX.D.3).",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: The plastic used in a desiccant canister is being changed. When the desiccant is used for bottles of solid oral dosage form products, should it be reported as a Supplement -- Changes Being Effected under section IX.C.2.b of the guidance?
  Answer: Section IX.C.2 b. states that a change in or addition to or deletion of a desiccant should be reported in a _Supplement -- Changes Being Effected_. A change in desiccant refers to the type of desiccant used (e.g., silica gel, calcium chloride) oramount. Changes in the plastic canister of a desiccant used in a solid oral dosage form product should be reported as recommended for changes in the plastic for the container closure system. Under certain circumstances these changes can be reported in an annual report (e.g., section IX.D.3).
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"After reviewing Changes to an Approved NDA or ANDA Guidance for Industry, How should deletion of cotton filler from the bottles of a solid oral dosage form product be reported?",The deletion of a cotton filler is considered similar to the deletion of a desiccant and should be reported in a _Supplement_ -- _Changes Being Effected_.,Changes to an Approved NDA or ANDA Guidance for Industry,"Question: How should deletion of cotton filler from the bottles of a solid oral dosage form product be reported?
  Answer: The deletion of a cotton filler is considered similar to the deletion of a desiccant and should be reported in a _Supplement_ -- _Changes Being Effected_.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Based on the information from Changes to an Approved NDA or ANDA Guidance for Industry, The guidance recommends notification in an annual report for a change in the container closure system for a nonsterile drug product, based on a showing of equivalency to the approved system under a protocol approved in the application or published in an official compendium. Does ""protocol"" refer to a comparability protocol or the approved stability protocol?","With respect to the guidance, the term protocol refers to tests, validation studies, and acceptable limits to be achieved to demonstrate the absence of adverse effect on the identity, strength, quality, purity, and potency of the drug from specific types of changes. This type of protocol is often referred to as an equivalency protocol or comparability protocol. The approved stability protocol may be one part of the comparability/equivalency protocol to help demonstrate the absence of an adverse effect.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: The guidance recommends notification in an annual report for a change in the container closure system for a nonsterile drug product, based on a showing of equivalency to the approved system under a protocol approved in the application or published in an official compendium. Does ""protocol"" refer to a comparability protocol or the approved stability protocol?
  Answer: With respect to the guidance, the term protocol refers to tests, validation studies, and acceptable limits to be achieved to demonstrate the absence of adverse effect on the identity, strength, quality, purity, and potency of the drug from specific types of changes. This type of protocol is often referred to as an equivalency protocol or comparability protocol. The approved stability protocol may be one part of the comparability/equivalency protocol to help demonstrate the absence of an adverse effect.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"After reviewing Changes to an Approved NDA or ANDA Guidance for Industry, Can a change from tri-layer to a bi-layer blister package for a solid oral dosage form be reported in an annual report when:","Based on the information provided, the change can be reported in an annual report (section IX.D.5). The annual report should include the necessary documentation that confirms the statements that the product contact surface remains the same and that the bi-layer blister package has the same or better protective properties as the tri-layer blister (e.g., light or moisture transmission, stability data).",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: Can a change from tri-layer to a bi-layer blister package for a solid oral dosage form be reported in an annual report when:
  Answer: Based on the information provided, the change can be reported in an annual report (section IX.D.5). The annual report should include the necessary documentation that confirms the statements that the product contact surface remains the same and that the bi-layer blister package has the same or better protective properties as the tri-layer blister (e.g., light or moisture transmission, stability data).
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"As described in Changes to an Approved NDA or ANDA Guidance for Industry, The guidance recommends notification in an annual report when there is a change to a new container closure system, and the container closure system is already approved in the NDA or ANDA for other strengths of the product","The word _product_ as used in this example is intended to mean products that have the same basic formulation. These formulations may be proportionally different due to a difference in strength. When different strengths of the same product are approved in different applications from the same applicant, the changes can still be reported in an annual report.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: The guidance recommends notification in an annual report when there is a change to a new container closure system, and the container closure system is already approved in the NDA or ANDA for other strengths of the product_ (_section IX.D.3). _Is the word product intended to mean the same formulation of the product, and can the products be approved in different NDAs or ANDAs?
  Answer: The word _product_ as used in this example is intended to mean products that have the same basic formulation. These formulations may be proportionally different due to a difference in strength. When different strengths of the same product are approved in different applications from the same applicant, the changes can still be reported in an annual report.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"As explained in Changes to an Approved NDA or ANDA Guidance for Industry, The guidance recommends an annual report for the addition of time points to the stability protocol or deletion of time points beyond the approved expiration dating period. If these changes are made in an annual report, is the protocol still considered approved?","Yes. If changes such as these are made in an annual report, the stability protocol is still considered approved.",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: The guidance recommends an annual report for the addition of time points to the stability protocol or deletion of time points beyond the approved expiration dating period. If these changes are made in an annual report, is the protocol still considered approved?
  Answer: Yes. If changes such as these are made in an annual report, the stability protocol is still considered approved.
  "
Changes_to_an_Approved_NDA_or_ANDA__Questions_and_Answers_Guidance_for_Industry_JANUARY_2001.mmd,"Drawing from the insights of Changes to an Approved NDA or ANDA Guidance for Industry, How should the addition of a test to an approved stability protocol be reported?","When a test is added, whether it is added to a release specification or a stability protocol, the change should be reported in a _Supplement -- Changes Being Effected_ under section VIII.C.2.a of the guidance, which states ""An addition to a specification that provides increased assurance that the drug substance or drug product will have the characteristics of identity, strength, purity, or potency that it purports or is represented to possess. For example, adding a new test and associated analytical procedure and acceptance criterion.""",Changes to an Approved NDA or ANDA Guidance for Industry,"Question: How should the addition of a test to an approved stability protocol be reported?
  Answer: When a test is added, whether it is added to a release specification or a stability protocol, the change should be reported in a _Supplement -- Changes Being Effected_ under section VIII.C.2.a of the guidance, which states ""An addition to a specification that provides increased assurance that the drug substance or drug product will have the characteristics of identity, strength, purity, or potency that it purports or is represented to possess. For example, adding a new test and associated analytical procedure and acceptance criterion.""
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"This question is about Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry  What information should be in the written agreement between a manufacturer and an ADR?","The written agreement should include:

* A list of the specific products that the wholesale distributor is authorized to distribute or a statement that the wholesale distributor is an ADR for the manufacturer's entire product line. Specific products should be identified by either a) the name, dosage form, and strength of the drug, or b) the NDC number; and
* The period of time the wholesale distributor is granted ADR status or the number of shipments for which the wholesale distributor is an ADR.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: What information should be in the written agreement between a manufacturer and an ADR?
  Answer: The written agreement should include:

* A list of the specific products that the wholesale distributor is authorized to distribute or a statement that the wholesale distributor is an ADR for the manufacturer's entire product line. Specific products should be identified by either a) the name, dosage form, and strength of the drug, or b) the NDC number; and
* The period of time the wholesale distributor is granted ADR status or the number of shipments for which the wholesale distributor is an ADR.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"As per the details in Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , Would a series of invoices, transactions, or distributions constitute a written agreement?","No. An invoice simply documents drug distributions or transactions. A distribution or transaction is not a written agreement. 21 CFR SS 203.3(u) specifically requires a written agreement between a manufacturer and a wholesaler that documents the wholesaler's status as an authorized distributor. FDA recognizes that there may be situations where a wholesaler buys prescription drugs directly from the manufacturer, yet the manufacturer does not make the wholesaler an ADR. In this situation, although the wholesaler is not an ADR, the wholesaler is in a position to create and further provide a pedigree because the wholesaler would have all the information required by 21 CFR SS 203.50(a) since they purchased the prescription drugs directly from the manufacturer. In light of the December 1, 2006, implementation of 21 CFR SS203.3(u), FDA urges manufacturers to closely examine their business relationships with wholesalers, and if there is an ongoing relationship by virtue of direct, continued sales, enter into a written agreement to grant these wholesalers ADR status. See Addendum Question E at the end of this document.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: Would a series of invoices, transactions, or distributions constitute a written agreement?
  Answer: No. An invoice simply documents drug distributions or transactions. A distribution or transaction is not a written agreement. 21 CFR SS 203.3(u) specifically requires a written agreement between a manufacturer and a wholesaler that documents the wholesaler's status as an authorized distributor. FDA recognizes that there may be situations where a wholesaler buys prescription drugs directly from the manufacturer, yet the manufacturer does not make the wholesaler an ADR. In this situation, although the wholesaler is not an ADR, the wholesaler is in a position to create and further provide a pedigree because the wholesaler would have all the information required by 21 CFR SS 203.50(a) since they purchased the prescription drugs directly from the manufacturer. In light of the December 1, 2006, implementation of 21 CFR SS203.3(u), FDA urges manufacturers to closely examine their business relationships with wholesalers, and if there is an ongoing relationship by virtue of direct, continued sales, enter into a written agreement to grant these wholesalers ADR status. See Addendum Question E at the end of this document.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"From what I've read in Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , Who should maintain the written agreement? The manufacturer? The wholesaler? Both?","Both. Pursuant to 21 CFR SSSS 203.50(b) and 203.60(d), persons required to create or maintain records under PDMA, PDA, or Part 203 of the regulations shall retain them for at least 3 years after the date of their creation. The written agreement falls under this section. Furthermore, pursuant to 21 CFR SS203.60(e), FDA can look to both parties for documentation of the written agreement.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: Who should maintain the written agreement? The manufacturer? The wholesaler? Both?
  Answer: Both. Pursuant to 21 CFR SSSS 203.50(b) and 203.60(d), persons required to create or maintain records under PDMA, PDA, or Part 203 of the regulations shall retain them for at least 3 years after the date of their creation. The written agreement falls under this section. Furthermore, pursuant to 21 CFR SS203.60(e), FDA can look to both parties for documentation of the written agreement.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"In light of the details from Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , If a wholesaler has ADR status, is that wholesaler an ADR for all products that the manufacturer sells?",It depends. The written agreement required pursuant to 21 CFR SS 203.3(u) should clearly state whether a wholesaler is an ADR for all products that the manufacturer sells or only for certain products that the manufacturer sells.,"Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: If a wholesaler has ADR status, is that wholesaler an ADR for all products that the manufacturer sells?
  Answer: It depends. The written agreement required pursuant to 21 CFR SS 203.3(u) should clearly state whether a wholesaler is an ADR for all products that the manufacturer sells or only for certain products that the manufacturer sells.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"As stated in Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , What information about the ADR does a manufacturer have to make available on the list?","Pursuant to 21 CFR SS 203.50(d)(1), a manufacturer shall specify whether each listed distributor is authorized to distribute the manufacturer's full product line or only particular, specified products.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: What information about the ADR does a manufacturer have to make available on the list?
  Answer: Pursuant to 21 CFR SS 203.50(d)(1), a manufacturer shall specify whether each listed distributor is authorized to distribute the manufacturer's full product line or only particular, specified products.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"This question is about Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry  How often should manufacturers update their list of ADRs?","Pursuant to 21 CFR SS 203.50(d)(2), manufacturers are required to update the list on a continuing basis. Therefore, to keep the list current, manufacturers should maintain lists in a format that allows them to be updated when the ADR status of a distributor changes.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: How often should manufacturers update their list of ADRs?
  Answer: Pursuant to 21 CFR SS 203.50(d)(2), manufacturers are required to update the list on a continuing basis. Therefore, to keep the list current, manufacturers should maintain lists in a format that allows them to be updated when the ADR status of a distributor changes.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"Drawing from the insights of Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , Where can a pharmacist find the list of ADRs?","Pursuant to 21 CFR SS 203.50(d)(3), manufacturers are required to make their list of ADRs available to the public upon request. However, we recognize that it may be time consuming to get this information from manufacturers' corporate offices. Therefore, we highly encourage manufacturers to post it on their website in a place and manner that is readily accessible. FDA will monitor the accessibility of these lists and determine whether further measures are needed to make this information more readily available to pharmacies.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: Where can a pharmacist find the list of ADRs?
  Answer: Pursuant to 21 CFR SS 203.50(d)(3), manufacturers are required to make their list of ADRs available to the public upon request. However, we recognize that it may be time consuming to get this information from manufacturers' corporate offices. Therefore, we highly encourage manufacturers to post it on their website in a place and manner that is readily accessible. FDA will monitor the accessibility of these lists and determine whether further measures are needed to make this information more readily available to pharmacies.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"In accordance with Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , What information does a manufacturer have to provide to a wholesaler to enable that wholesaler to comply with the PDMA?","Manufacturers are not required under the PDMA to provide any specific information to wholesale customers. However, the information required under 21 CFR SS 203.50(a) for a pedigree statement may be included in the invoice or similar document that would typically accompany or be associated with any shipment of prescription drug products from a manufacturer to a wholesale distributor. FDA encourages manufacturers to do their part to protect public health by furnishing pedigree information to all of their supply chain partners. See Addendum Question E at the end of this document.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: What information does a manufacturer have to provide to a wholesaler to enable that wholesaler to comply with the PDMA?
  Answer: Manufacturers are not required under the PDMA to provide any specific information to wholesale customers. However, the information required under 21 CFR SS 203.50(a) for a pedigree statement may be included in the invoice or similar document that would typically accompany or be associated with any shipment of prescription drug products from a manufacturer to a wholesale distributor. FDA encourages manufacturers to do their part to protect public health by furnishing pedigree information to all of their supply chain partners. See Addendum Question E at the end of this document.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"With reference to Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , What information does an ADR have to provide to a non-ADR to enable that non-ADR to comply with the PDMA (e.g., to pass a pedigree that lists all prior transactions back to the manufacturer)?","ADRs are not required to provide a pedigree, whether they obtained the drug directly from a manufacturer, from an ADR, or from a non-ADR. However, to further advance the shared goals of protecting the public health, FDA encourages all parties in the prescription drug supply chain to cooperate fully by providing pedigrees and information to trading partners for each sale, transfer, or trade of prescription drugs. Therefore, when an ADR sells prescription drugs to another ADR or to a non-ADR, the ADR is encouraged to provide pedigree information obtained at the time of the original purchase of the prescription drugs to its wholesale customers. Each wholesale customer of that ADR, in turn, could then provide updated pedigree information with each successive wholesale distribution. See Addendum Question E at the end of this document.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: What information does an ADR have to provide to a non-ADR to enable that non-ADR to comply with the PDMA (e.g., to pass a pedigree that lists all prior transactions back to the manufacturer)?
  Answer: ADRs are not required to provide a pedigree, whether they obtained the drug directly from a manufacturer, from an ADR, or from a non-ADR. However, to further advance the shared goals of protecting the public health, FDA encourages all parties in the prescription drug supply chain to cooperate fully by providing pedigrees and information to trading partners for each sale, transfer, or trade of prescription drugs. Therefore, when an ADR sells prescription drugs to another ADR or to a non-ADR, the ADR is encouraged to provide pedigree information obtained at the time of the original purchase of the prescription drugs to its wholesale customers. Each wholesale customer of that ADR, in turn, could then provide updated pedigree information with each successive wholesale distribution. See Addendum Question E at the end of this document.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"As stated in Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , If a wholesaler has ADR status for a particular drug product, but it buys that drug from a non-ADR, is the wholesaler still an ADR for that specific quantity of drugs?","Yes. If the specific quantity of drugs purchased from the non-ADR falls within the description contained in the written agreement between that purchasing ADR and the manufacturer, then that purchasing wholesaler would have ADR status for that specific quantity of drugs. However, even though the ADR is not required to provide the pedigree when the product is further distributed, to further advance the shared goals of protecting the public health, FDA encourages all parties in the prescription drug supply chain to cooperate fully by providing pedigree documents and information to trading partners for each sale, transfer, or trade of prescription drugs. See Addendum Question E at the end of this document.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: If a wholesaler has ADR status for a particular drug product, but it buys that drug from a non-ADR, is the wholesaler still an ADR for that specific quantity of drugs?
  Answer: Yes. If the specific quantity of drugs purchased from the non-ADR falls within the description contained in the written agreement between that purchasing ADR and the manufacturer, then that purchasing wholesaler would have ADR status for that specific quantity of drugs. However, even though the ADR is not required to provide the pedigree when the product is further distributed, to further advance the shared goals of protecting the public health, FDA encourages all parties in the prescription drug supply chain to cooperate fully by providing pedigree documents and information to trading partners for each sale, transfer, or trade of prescription drugs. See Addendum Question E at the end of this document.
  "
Prescription_Drug_Marketing_Act_(PDMA)_Requirements-_Questions_and_Answers_NOVEMBER_2006.mmd,"From what I've read in Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry , What definition is used to determine who is a manufacturer and, thus, exempt from providing a pedigree?","For purposes of the PDMA, ""manufacturer"" is defined under 21 CFR SS 203.3(s), which incorporates the definition from 21 CFR SS 201.1.","Prescription Requirement Under Section 503A of the Federal Food, Drug, and Cosmetic Act Guidance for Industry ","Question: What definition is used to determine who is a manufacturer and, thus, exempt from providing a pedigree?
  Answer: For purposes of the PDMA, ""manufacturer"" is defined under 21 CFR SS 203.3(s), which incorporates the definition from 21 CFR SS 201.1.
  "
